Identifiant_de_l_etablissement,Nom_etablissement,Type_etablissement,Statut_public_prive,Adresse_1,Adresse_2,Adresse_3,Code postal,Code_commune,Nom_commune,Code_departement,Code_academie,Code_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Apprentissage,Segpa,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Lycee_des_metiers,Post_BAC,Appartenance_Education_Prioritaire,GRETA,SIREN_SIRET,Nombre_d_eleves,Fiche_onisep,position,Type_contrat_prive,Libelle_departement,Libelle_academie,Libelle_region,coordonnee_X,coordonnee_Y,epsg,nom_circonscription,latitude,longitude,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,etablissement_multi_lignes,rpi_concentre,rpi_disperse,code_nature,libelle_nature,Code_type_contrat_prive,PIAL,etablissement_mere,type_rattachement_etablissement_mere,code_bassin_formation,libelle_bassin_formation
0921172Z,Ecole primaire privée Cours Marymount,Ecole,Privé,72 boulevard de la Saussaye,,92200 NEUILLY SUR SEINE,92200,92051,Neuilly-sur-Seine,92,25,11,1,1,,,,146241051,,,afieschi@marymount.fr,0,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.89275876,,,,,,,,,,,,,,,,,,,,,,,,,,
0922112W,Ecole maternelle privée Saint Pierre Saint Paul,Ecole,Privé,9 boulevard Saint Denis,,92400 COURBEVOIE,92400,92026,Courbevoie,92,25,11,1,0,,,,143336880,,,ce.0922112W@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.89634542,,,,,,,,,,,,,,,,,,,,,,,,,,
0922394C,Ecole élémentaire privée Arménienne Tarkmantchatz,Ecole,Privé,19 sentier des Epinettes,,92130 ISSY LES MOULINEAUX,92130,92040,Issy-les-Moulineaux,92,25,11,1,1,,,,146456055,,,ce.0922394C@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,4.11E+13,,,48.81883083,,,,,,,,,,,,,,,,,,,,,,,,,,
0922486C,Ecole élémentaire  privée Aide Et Education,Ecole,Privé,63 rue Louis Rouquier,,92300 LEVALLOIS PERRET,92300,92044,Levallois-Perret,92,25,11,1,1,,,,172615097,,,emjl@accil.org,1,0,0,,,,,,,,,,,,,,,4.40E+13,,,48.89125536,,,,,,,,,,,,,,,,,,,,,,,,,,
0922639U,Ecole élémentaire privée Gan-Alef,Ecole,Privé,12 rue blaise pascal,BP 92200,92201 NEUILLY SUR SEINE CEDEX,92201,92051,Neuilly-sur-Seine,92,25,11,1,1,,,,147455147,,,ce.0922639U@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,4.35E+13,,,48.88671019,,,,,,,,,,,,,,,,,,,,,,,,,,
0922714A,Ecole élémentaire privée Saint Charles - Notre Dame,Ecole,Privé,7 allée Jean Baptiste Lully,,92500 RUEIL MALMAISON,92500,92063,Rueil-Malmaison,92,25,11,1,1,,,,147513448,,,ce.0922714A@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.87762069,,,,,,,,,,,,,,,,,,,,,,,,,,
0922740D,Ecole privée Marianne Picard,Ecole,Privé,2 rue bis rue du chateau,,92200 NEUILLY SUR SEINE,92200,92051,Neuilly-sur-Seine,92,25,11,1,1,,,,953226590,,,ganneuillyancelle@gmail.com,0,0,0,,,,,,,,,,,,,,,,,,48.88515688,,,,,,,,,,,,,,,,,,,,,,,,,,
0922741E,Ecole élémentaire privé Saint Roch,Ecole,Privé,17 bis avenue de Montrouge,,92340 BOURG LA REINE,92340,92014,Bourg-la-Reine,92,25,11,1,1,,,,145470267,,,ecole.saintroch@orange.fr,0,0,0,,,,,,,,,,,,,,,8.03E+13,,,48.78877943,,,,,,,,,,,,,,,,,,,,,,,,,,
0922787E,Ecole maternelle privée Gan Menahem Levallois,Ecole,Privé,82 rue Baudin,,92300 LEVALLOIS PERRET,92300,92044,Levallois-Perret,92,25,11,1,0,,,,677061833,,,gml.levallois@gmail.com,0,0,0,,,,,,,,,,,,,,,,,,48.8987456,,,,,,,,,,,,,,,,,,,,,,,,,,
0922790H,Ecole Elémentaire privée Les Petits Ecoliers,Ecole,Privé,10 rue du Moulin de Pierre,,92130 ISSY LES MOULINEAUX,92130,92040,Issy-les-Moulineaux,92,25,11,1,1,,,,687293293,,,geraldine.baron@lespetitsecoliers.fr,0,0,0,,,,,,,,,,,,,,,,,,48.82143074,,,,,,,,,,,,,,,,,,,,,,,,,,
0922797R,Ecole maternelle privée 21 de Nanterre,Ecole,Privé,8 rue JULES GAUTIER,,92000 NANTERRE,92000,92050,Nanterre,92,25,11,1,0,,,,661825967,,,ecoledenanterre@montessori21.org,0,0,0,,,,,,,,,,,,,,,,,,48.88842844,,,,,,,,,,,,,,,,,,,,,,,,,,
0922799T,Ecole primaire privée Montessori 21 de Chatenay-Malabry,Ecole,Privé,42 chemin de la Justice,,92290 CHATENAY MALABRY,92290,92019,Châtenay-Malabry,92,25,11,1,1,,,,610455325,,,karine.burns@montessori21.org,0,0,0,,,,,,,,,,,,,,,,,,48.76683362,,,,,,,,,,,,,,,,,,,,,,,,,,
0922814J,Ecole maternelle privée CUBE SCHOOL,Ecole,Privé,83 rue de Paris,,92100 BOULOGNE BILLANCOURT,92100,92012,Boulogne-Billancourt,92,25,11,1,0,,,,146661743,,,hello.boulogne@cube-school.com,1,0,0,,,,,,,,,,,,,,,,,,48.84101927,,,,,,,,,,,,,,,,,,,,,,,,,,
0923018F,Ecole élémentaire privée montessori 21 du plessis-robinson,Ecole,Privé,2 allée robert debré,,92350 LE PLESSIS ROBINSON,92350,92060,Le Plessis-Robinson,92,25,11,0,1,,,,610455325,,,direction.plessisrobinson@montessori21.org,0,0,0,,,,,,,,,,,,,,,8.28E+13,,,48.77506967,,,,,,,,,,,,,,,,,,,,,,,,,,
0923019G,Ecole maternelle privée montessori internationale de suresnes,Ecole,Privé,16 rue Edouard Nieuport,,92150 SURESNES,92150,92073,Suresnes,92,25,11,1,0,,,,664358399,,,petronille.creuzedelesser@montessori-neuilly.com,1,0,0,,,,,,,,,,,,,,,9.15E+13,,,48.87277672,,,,,,,,,,,,,,,,,,,,,,,,,,
0923040E,Ecole élémentaire privée Beth Sepher Yad Mordekai,Ecole,Privé,23 rue MOREL,,92110 CLICHY,92110,92024,Clichy,92,25,11,0,1,,,,,,,yad.ispym@gmail.com,0,0,0,,,,,,,,,,,,,,,3.41E+13,,,,HORS CONTRAT,Hauts-de-Seine,Versailles,Ile-de-France,,,,Circonscription d'inspection du 1er degré de Clichy,,,,02/02/2023,21/07/2023,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE,10,,,,,
0931088C,Ecole primaire privée Fénelon,Ecole,Privé,1 RUE DE MONTAUBAN,,93410 VAUJOURS,93410,93074,Vaujours,93,24,11,1,1,,,,149636223,,,ce.0931088C@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.04E+13,362,,48.93077821,,,,,,,,,,,,,,,,,,,,,,,,,,
0931102T,Ecole primaire privée Saint Joseph,Ecole,Privé,15 rue du Capitaine Soyer,,93310 LE PRE ST GERVAIS,93310,93061,Le Pré-Saint-Gervais,93,24,11,1,1,,,,148453010,,,ce.0931102T@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.03E+13,208,,48.8820901,,,,,,,,,,,,,,,,,,,,,,,,,,
0931121N,Ecole primaire privée Sainte Thérèse,Ecole,Privé,10 RUE DE LA CHEVRETTE,,93800 EPINAY SUR SEINE,93800,93031,Epinay-sur-Seine,93,24,11,1,1,,,,148268738,,,ce.0931121N@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,322,,48.95507009,,,,,,,,,,,,,,,,,,,,,,,,,,
0931123R,Ecole élémentaire privée Saint Germain,Ecole,Privé,103 RUE SADI CARNOT,,93700 DRANCY,93700,93029,Drancy,93,24,11,0,1,,,,141834707,,,ce.0931123R@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,273,,48.9258196,,,,,,,,,,,,,,,,,,,,,,,,,,
0931125T,Ecole primaire privée Sainte Marie,Ecole,Privé,17 rue Edgar Quinet,,93350 LE BOURGET,93350,93013,Le Bourget,93,24,11,1,1,,,,148371350,,,ce.0931125T@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,237,,48.93521907,,,,,,,,,,,,,,,,,,,,,,,,,,
0932561D,Ecole Maternelle Moderato Montessori,Ecole,Privé,37 rue DES GRILLES,,93500 PANTIN,93500,93055,Pantin,93,24,11,1,0,,,,615749907,,,ce.0932561D@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,,,,48.89097801,,,,,,,,,,,,,,,,,,,,,,,,,,
0932574T,Ecole élémentaire Fort School,Ecole,Privé,115 rue DANIELLE CASANOVA,,93300 AUBERVILLIERS,93300,93001,Aubervilliers,93,24,11,1,1,,,,984175410,,,ce.0932574T@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,,,,48.91723812,,,,,,,,,,,,,,,,,,,,,,,,,,
0932673A,Ecole privée Al Andalus,Ecole,Privé,2 4 rue Jean-Baptiste Clément,,93200 ST DENIS,93200,93066,Saint-Denis,93,24,11,1,1,,,,954415407,,,ce.0932673A@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,,,,48.93814872,,,,,,,,,,,,,,,,,,,,,,,,,,
0932849S,Ecole maternelle Microstars Le Raincy,Ecole,Privé,42 allée des Charmilles,,93190 LIVRY GARGAN,93190,93046,Livry-Gargan,93,24,11,1,0,,,,749616528,,,ce.0932849S@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,,,,48.90352691,,,,,,,,,,,,,,,,,,,,,,,,,,
0940956D,Ecole primaire privée Sacré-Coeur,Ecole,Privé,1 rue D'ESTIENNE D'ORVES,,94480 ABLON SUR SEINE,94480,94001,Ablon-sur-Seine,94,24,11,1,1,,,,145970850,,,ce.0940956d@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,203,,48.72502245,,,,,,,,,,,,,,,,,,,,,,,,,,
0940958F,Ecole primaire privée Sacrés-Coeurs,Ecole,Privé,2 rue de l'Eglise,,94470 BOISSY ST LEGER,94470,94004,Boissy-Saint-Léger,94,24,11,1,1,,,,145697417,,,ce.0940958f@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,222,,48.75125475,,,,,,,,,,,,,,,,,,,,,,,,,,
0940962K,Ecole primaire privée Sainte Thérèse,Ecole,Privé,3 rue des Tilleuls,,94500 CHAMPIGNY SUR MARNE,94500,94017,Champigny-sur-Marne,94,24,11,1,1,,,,147065751,,,ce.0940962k@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.92E+13,224,,48.8239027,,,,,,,,,,,,,,,,,,,,,,,,,,
0940985K,Ecole primaire privée Notre-Dame de Toutes Graces,Ecole,Privé,14 rue de la Cascade,,94170 LE PERREUX SUR MARNE,94170,94058,Le Perreux-sur-Marne,94,24,11,1,1,,,,143241759,,,ce.0940985K@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,218,,48.85172329,,,,,,,,,,,,,,,,,,,,,,,,,,
0940993U,Ecole primaire privée Montalembert,Ecole,Privé,28 boulevard Gambetta,,94130 NOGENT SUR MARNE,94130,94052,Nogent-sur-Marne,94,24,11,1,1,,,,148737646,,,ce.0940993U@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.04E+13,361,,48.83859441,,,,,,,,,,,,,,,,,,,,,,,,,,
0940994V,Ecole primaire privée Saint André,Ecole,Privé,5 place de l'Ancien Marché,,94130 NOGENT SUR MARNE,94130,94052,Nogent-sur-Marne,94,24,11,1,1,,,,148737385,,,ce.0940994V@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.88E+13,219,,48.83769329,,,,,,,,,,,,,,,,,,,,,,,,,,
0940996X,Ecole primaire privée Notre-Dame,Ecole,Privé,24 rue Guynemer,,94160 ST MANDE,94160,94067,Saint-Mandé,94,24,11,1,1,,,,143281813,,,ce.0940996X@ac-creteil.fr,1,0,1,,,,,,,,,,,,,,,7.86E+13,389,,48.83877061,,,,,,,,,,,,,,,,,,,,,,,,,,
0941007J,Ecole primaire privée Petit-Val,Ecole,Privé,12 avenue Albert Pleuvry,,94370 SUCY EN BRIE,94370,94071,Sucy-en-Brie,94,24,11,1,1,,,,145905512,,,ce.0941007J@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,381,,48.76884886,,,,,,,,,,,,,,,,,,,,,,,,,,
0941328H,Ecole primaire privée Jeanne d'Arc,Ecole,Privé,2 avenue du Repos,,94270 LE KREMLIN BICETRE,94270,94043,Le Kremlin-Bicêtre,94,24,11,1,1,,,,146720282,,,ce.0941328H@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,374,,48.81006241,,,,,,,,,,,,,,,,,,,,,,,,,,
0941462D,Ecole primaire privée Ohel Barouch,Ecole,Privé,16 rue Anatole France,,94300 VINCENNES,94300,94080,Vincennes,94,24,11,1,1,,,,143283037,,,ce.0941462D@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.22E+13,418,,48.84301484,,,,,,,,,,,,,,,,,,,,,,,,,,
0941658S,Ecole primaire privée Poullart des Places,Ecole,Privé,126 rue Paul Vaillant Couturier,,94310 ORLY,94310,94054,Orly,94,24,11,1,1,,,,148847797,,,ce.0941658S@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.76E+13,106,,48.75138102,,,,,,,,,,,,,,,,,,,,,,,,,,
0942255R,Groupe Scolaire Educative,Ecole,Privé,32 avenue de Valenton,,94190 VILLENEUVE ST GEORGES,94190,94078,Villeneuve-Saint-Georges,94,24,11,1,1,,,,143824788,,,ce.0942255R@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,,,,48.73455929,,,,,,,,,,,,,,,,,,,,,,,,,,
0942337E,Ecole Maternelle Privée Les Coccinelles Montessori,Ecole,Privé,68 allée Guy Môquet,,94170 LE PERREUX SUR MARNE,94170,94058,Le Perreux-sur-Marne,94,24,11,1,0,,,,685491374,,,ce.0942337E@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,,,,48.83247002,,,,,,,,,,,,,,,,,,,,,,,,,,
0942460N,Ecole Maternelle bilingue Motessori Les Petites Canailles,Ecole,Privé,51 rue de Lagny,,94300 VINCENNES,94300,94080,Vincennes,94,24,11,1,0,,,,668836167,,,ce.0942460N@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,,,,48.84931386,,,,,,,,,,,,,,,,,,,,,,,,,,
0942466V,Ecole Maternelle L'Avenir de nos Enfants,Ecole,Privé,16 rue Jeanne d'Arc,,94160 ST MANDE,94160,94067,Saint-Mandé,94,24,11,1,0,,,,782966658,,,ce.0942466V@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,7.86E+13,,,48.83906527,,,,,,,,,,,,,,,,,,,,,,,,,,
0942493Z,Ecole Enfance et Vie - Ohr Menahem,Ecole,Privé,3 rue de la Fraternité,,94350 VILLIERS SUR MARNE,94350,94079,Villiers-sur-Marne,94,24,11,1,1,,,,149309268,,,ce.0942493Z@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,8.09E+13,,,48.82159989,,,,,,,,,,,,,,,,,,,,,,,,,,
0950835S,Ecole primaire privée Sainte Thérèse,Ecole,Privé,5 rue de Paris,,95440 ECOUEN,95440,95205,Ecouen,95,25,11,1,1,,,,134041400,,,ce.0950835S@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,,,49.01582572,,,,,,,,,,,,,,,,,,,,,,,,,,
0950841Y,Ecole primaire privée Institution Jeanne d'Arc,Ecole,Privé,2 bis boulevard Toussaint Lucas,,95130 FRANCONVILLE LA GARENNE,95130,95252,Franconville,95,25,11,1,1,,,,134137556,,,ce.0950841Y@ac-versailles.fr,1,1,0,,,,,,,,,,,,,,,7.86E+13,,,48.98831398,,,,,,,,,,,,,,,,,,,,,,,,,,
0950847E,Ecole primaire privée Institution Marie-Thérèse,Ecole,Privé,5 rue de Rouen,,95420 MAGNY EN VEXIN,95420,95355,Magny-en-Vexin,95,25,11,1,1,,,,134671173,,,ce.0950847E@ac-versailles.fr,1,1,0,,,,,,,,,,,,,,,7.88E+13,,,49.15585008,,,,,,,,,,,,,,,,,,,,,,,,,,
0950860U,Ecole primaire privée La Salle.Saint-Rosaire,Ecole,Privé,53 rue Pierre Brossolette,,95200 SARCELLES,95200,95585,Sarcelles,95,25,11,1,1,,,,134383400,,,ce.0950860U@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,3.04E+13,,,48.99157508,,,,,,,,,,,,,,,,,,,,,,,,,,
0952153Z,Ecole primaire privée laïque la marelle,Ecole,Privé,28 avenue CHARLES BINDER,,95290 L ISLE ADAM,95290,95313,L'Isle-Adam,95,25,11,1,1,,,,134082960,,,s.aubel@a-c-k.net,1,0,0,,,,,,,,,,,,,,,,,,49.10657497,,,,,,,,,,,,,,,,,,,,,,,,,,
0952160G,Ecole élémentaire privée Beth Yaacov,Ecole,Privé,14 avenue CHARLES PEGUY,,95200 SARCELLES,95200,95585,Sarcelles,95,25,11,0,1,,,,139335705,,,bethyaacov@gmail.com,0,0,0,,,,,,,,,,,,,,,,,,48.98121393,,,,,,,,,,,,,,,,,,,,,,,,,,
0952161H,Ecole élémentaire privée  Hanned,Ecole,Privé,17 rue DE MONTIGNY,,95100 ARGENTEUIL,95100,95018,Argenteuil,95,25,11,0,1,,,,134107203,,,contact@ecole-hanned.com,0,0,0,,,,,,,,,,,,,,,5.34E+13,,,48.94705326,,,,,,,,,,,,,,,,,,,,,,,,,,
0952224B,Ecole élémentaire privée Cours Charlemagne,Ecole,Privé,14 rue des celtes,,95100 ARGENTEUIL,95100,95018,Argenteuil,95,25,11,0,1,,,,,,,fdelessan@orange.fr,0,0,0,,,,,,,,,,,,,,,,,,48.95544569,,,,,,,,,,,,,,,,,,,,,,,,,,
0952241V,Ecole élémentaire privée Zebr'Ailes,Ecole,Privé,120 rue Adrien Lemoine,,95000 PONTOISE,95000,95500,Pontoise,95,25,11,1,1,,,,633859510,,,gaelle.menard0064@orange.fr,0,0,0,,,,,,,,,,,,,,,,,,49.06009064,,,,,,,,,,,,,,,,,,,,,,,,,,
0952317C,Ecole maternelle privée Ozar Hatorah,Ecole,Privé,14 avenue Charles Péguy,,95200 SARCELLES,95200,95585,Sarcelles,95,25,11,1,0,,,,134291357,,,ce.0952317C@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,8.31E+13,,,,CONTRAT ASSOCIATION PARTIE DES CLASSES,Val-d'Oise,Versailles,Ile-de-France,,,,,,,,14/04/2023,21/07/2023,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE,31,,,,25024,095F-SARCELLES
0950785M,Lycée Notre-Dame,Lycée,Privé,106 boulevard Charles de Gaulle,,,95110,95582,Sannois,95,25,11,,,1,1,0,01 39 81 22 98,01 39 81 25 87,http://www.ind-sannois.fr,accueil@ind-sannois.fr,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,0,7.86E+13,593,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9304,48.97393882,,,,,,,,,,,,,,,,,,,,,,,,,,
0781594J,Collège Le Bon Sauveur,Collège,Privé,6 rue Henri Cloppet,,,78110,78650,Le Vésinet,78,25,11,,,0,0,0,01 30 15 92 92,01 39 52 58 50,http://www.bs78.net,0781594J@ac-versailles.fr,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.85E+13,676,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12503,48.8874749,,,,,,,,,,,,,,,,,,,,,,,,,,
0941722L,Lycée professionnel Gregor Mendel,Lycée,Privé,205 rue de Fontenay,,,94300,94080,Vincennes,94,24,11,,,0,0,1,01 49 57 97 00,01 49 57 97 09,http://www.gregormendel.org,contact@gregormendel.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.76E+13,54,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1859,48.84879538,,,,,,,,,,,,,,,,,,,,,,,,,,
0950762M,Lycée Saint-Martin de France,Lycée,Privé,1 avenue de Verdun,CS 70025,,95301,95500,Pontoise,95,25,11,,,1,0,0,01 34 25 48 00,01 30 32 62 50,http://www.saintmartindefrance.fr,contact@saintmartindefrance.fr,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,,0,3.91E+13,406,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9843,49.04102796,,,,,,,,,,,,,,,,,,,,,,,,,,
0752899U,Collège privé La Rochefoucauld,Collège,Privé,90 bis rue Saint Dominique,,,75007,75100,Paris,75,1,11,,,0,0,0,01 45 55 80 20,01 45 55 53 84,http://www.laroche.org,ce.0752899U@ac-paris.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.84E+13,520,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5147,48.85938981,,,,,,,,,,,,,,,,,,,,,,,,,,
0931813R,Lycée général privé Alliance,Lycée,Privé,35 allée Robert Estienne,,,93320,93057,Les Pavillons-sous-Bois,93,24,11,,,1,0,0,01 48 48 16 17,,,ce.0931813R@ac-creteil.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.76E+13,175,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10040,48.9066844,,,,,,,,,,,,,,,,,,,,,,,,,,
0930965U,Lycée général privé Henri Matisse,Lycée,Privé,88 bis rue Jules Guesde,,,93100,93048,Montreuil,93,24,11,,,1,0,0,01 45 28 44 70,,http://www.henrimatisse.fr,ce.0930965U@ac-creteil.fr,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,7.86E+13,325,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13813,48.86281515,,,,,,,,,,,,,,,,,,,,,,,,,,
0931369H,Lycée professionnel privé Françoise Cabrini,Lycée,Privé,20 rue du Dr Sureau,,,93167,93051,Noisy-le-Grand,93,24,11,,,0,0,1,01 48 15 16 25,,http://cabrini.fr/,direction.lp@cabrini.fr,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,0,3.40E+13,290,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2999,48.84615103,,,,,,,,,,,,,,,,,,,,,,,,,,
0930974D,Lycée général privé Blanche de Castille,Lycée,Privé,1 place Charles de Gaulle,,,93250,93077,Villemomble,93,24,11,,,1,0,0,01 48 54 06 45,01 48 54 38 37,http://www.servites.fr,ce.0930974D@ac-creteil.fr,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,0,7.86E+13,671,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4407,48.8863489,,,,,,,,,,,,,,,,,,,,,,,,,,
0930962R,Lycée général privé Charles Péguy,Lycée,Privé,216 avenue Henri Barbusse,,,93000,93008,Bobigny,93,24,11,,,1,0,0,01 48 30 31 82,01 48 30 04 54,http://www.charles-peguy-bobigny.fr,ce.0930962r@ac-creteil.fr,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,7.86E+13,254,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10776,48.91160188,,,,,,,,,,,,,,,,,,,,,,,,,,
0754030Y,Lycée privé Albert de Mun,Lycée,Privé,2 rue d'Olivet,,,75007,75100,Paris,75,1,11,,,0,1,0,01 43 06 33 09,01 40 65 01 90,http://www.albertdemun.eu,secretariat@albertdemun.net,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,,0,7.84E+13,745,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8528,48.84972262,,,,,,,,,,,,,,,,,,,,,,,,,,
0950823D,Collège Marie-Thérèse,Collège,Privé,5 rue de Rouen,,,95420,95355,Magny-en-Vexin,95,25,11,,,0,0,0,01 34 67 11 73,01 34 67 16 72,http://marie-therese.org/,0950823D@ac-versailles.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.88E+13,219,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8411,49.15585008,,,,,,,,,,,,,,,,,,,,,,,,,,
0920917X,Lycée Notre-Dame,Lycée,Privé,24 rue Alexandre Guilmant,,,92190,92048,Meudon,92,25,11,,,1,0,0,01 46 90 00 20,01 46 26 67 06,http://www.indmeudon.com/,institut.notre.dame@wanadoo.fr,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,0,5.80E+13,667,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12579,48.81573219,,,,,,,,,,,,,,,,,,,,,,,,,,
0755192L,Collège privé Gaston Tenoudji,Collège,Privé,2 rue Emile Borel,,,75017,75100,Paris,75,1,11,,,0,0,0,01 70 08 75 10,,,ce.0755192l@ac-paris.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.18E+13,108,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10005,48.89912931,,,,,,,,,,,,,,,,,,,,,,,,,,
0752937K,Ecole internationale bilingue-Etoile,Lycée,Privé,9 rue Villaret de Joyeuse,,,75017,75100,Paris,75,1,11,,,1,0,0,01 45 63 30 73,01 45 62 36 05,http://www.eibparis.fr,lycee@eibparis.fr,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,0,3.20E+13,411,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18975,48.87703316,,,,,,,,,,,,,,,,,,,,,,,,,,
0771232W,Lycée Jeanne d'Arc - Saint-Aspais,Lycée,Privé,18 boulevard Maginot,,,77300,77186,Fontainebleau,77,24,11,,,1,0,0,01 64 22 24 89,01 64 22 88 75,http://www.jeanne-darc-st-aspais.com,contact-lycee@jasa.fr,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,3.81E+13,403,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5141,48.40592417,,,,,,,,,,,,,,,,,,,,,,,,,,
0920898B,Lycée Rambam,Lycée,Privé,11 rue des Abondances,,,92100,92012,Boulogne-Billancourt,92,25,11,,,1,0,0,01 46 05 27 19,01 46 05 02 13,http://maimonide.fr/secondaire.htm,0920898B@ac-versailles.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.22E+13,284,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2740,48.84289076,,,,,,,,,,,,,,,,,,,,,,,,,,
0932302X,Collège Merkaz Hatorah Filles,Collège,Privé,67 boulevard du Midi,,,93340,93062,Le Raincy,93,24,11,,,0,0,0,01 43 02 48 77,01 43 02 95 46,,merkaz@club-internet.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.86E+13,96,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2245,48.89449707,,,,,,,,,,,,,,,,,,,,,,,,,,
0771200L,Lycée polyvalent privé Blanche de Castille,Lycée,Privé,42 bis rue du Château,,,77300,77186,Fontainebleau,77,24,11,,,0,1,0,01 64 22 30 07,01 64 22 34 98,http://www.bdcfontainebleau.com,ce.0771200l@ac-creteil.fr,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,7.85E+13,425,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11189,48.40618207,,,,,,,,,,,,,,,,,,,,,,,,,,
